,title,category,body
33,Lowongan Kerja PT Kalimantan Prima Persada,hoaks,"Beredar sebuah unggahan di media sosial Instagram yang memberikan informasi lowongan pekerjaan di PT Kalimantan Prima Persada (KPP). Unggahan tersebut menyertakan sebuah tautan yang mengarah pada sebuah Google Form.Faktanya, informasi dalam unggahan tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, setelah dilakukan penelusuran, PT Kalimantan Prima Persada mengunggah sebuah tangkapan layar unggahan lowongan pekerjaan tersebut dan menegaskan bahwa informasi tersebut adalah hoaks. Pihaknya hanya memiliki satu akun instagram resmi yakni @kppmining. Informasi mengenai lowongan kerja hanya melalui media sosial dan situs resmi dari PT Kalimantan Prima Persada."
34,Tautan Jasa Pembuatan Barcode Pertamina,hoaks,"Beredar sebuah akun Facebook yang mengunggah video berisi informasi tata cara mendaftar barcode PT Pertamina (Persero) disertai sebuah tautan. Narator dalam video mengeklaim jika akun tersebut merupakan jasa barcode PT Pertamina (Persero) resmi dan telah membantu lebih dari 23 ribu pelanggan yang kesulitan dalam membuat barcode.Faktanya, setelah tautan tersebut tidak mengarah pada situs resmi milik PT Pertamina (Persero) https://www.pertamina.com. Dilansir dari akun Instagram resmi @mypertamina, PT Pertamina (Persero) telah memberi label hoaks mengenai hal ini. Pendaftaran subsidi tepat untuk mendapatkan QR Code hanya dapat dilakukan di situs https://subsiditepat.mypertamina.id/ dan melalui Stasiun Pengisian Bahan Bakar Umum (SPBU) resmi PT Pertamina (Persero). Sehingga dapat disimpulkan tautan yang beredar dengan klaim jasa resmi untuk mendaftarkan penggunaan BBM subsidi PT Pertamina (Persero) adalah tidak benar."
35,Pulau Kalimantan Terancam sebagai Jaminan Utang ke Cina,hoaks,"Beredar sebuah unggahan video di platform YouTube dengan narasi ""BERITA TERKINI ~ JKW MENGUNDURKAN DIRI, PULAU KALIMANTAN TERANCAM SEBAGAI JAMINAN UTANG KE CHINA?"". Video berdurasi 9 menit 53 detik tersebut telah dilihat sebanyak 3.402 pengguna.Faktanya, berdasarkan hasil penelusuran dari turnbackhoax.id, judul dan isi video yang beredar tersebut tidak berkaitan. Tidak ditemukan informasi valid terkait Pulau Kalimantan terancam sebagai jaminan utang ke Cina. Video tersebut hanya menampilkan beberapa cuplikan video berbeda yang ditambahi dengan narasi menyesatkan. Dalam video tersebut terdapat narasi yang membahas tentang Presiden Joko Widodo (Jokowi) yang menawarkan agar program Ibu Kota Nusantara (IKN) menjadi bagian dari program Belt and Road Initiative (BRI) Cina. Padahal beberapa negara sudah terkena jebakan utang lewat proyek jalur sutra Cina itu. Narasi tersebut merupakan narasi yang bersumber dari artikel inilah.com yang diunggah pada Kamis, 19 Oktober 2023."
36,Gebyar Undian Bank NTT,hoaks,"Beredar sebuah unggahan di media sosial Facebook yang membagikan informasi terkait undian berhadiah yang diadakan oleh Bank Pembangunan Daerah Nusa Tenggara Timur atau Bank NTT. Akun tersebut juga turut membagikan tautan untuk diakses.Faktanya, informasi mengenai gebyar undian Bank NTT tersebut tidak benar atau hoaks. Dilansir dari kompas.com, akun yang membagikan informasi mengenai gebyar undian merupakan akun palsu. Setelah ditelusuri, tautan yang dibagikannya juga mengarah ke situs yang sudah tidak dapat diakses dan tidak mengarah ke situs resmi Bank NTT. Lebih lanjut, situs resmi Bank NTT hanya dapat diakses melalui www.bpdntt.co.id."
37,Warna Tutup Botol Air dalam Kemasan Menandakan Jenis Airnya,hoaks,"Beredar sebuah unggahan di media sosial Facebook yang mengeklaim warna tutup botol air minum dalam kemasan menandakan jenis air.Faktanya, klaim dalam unggahan tersebut adalah tidak benar. Dilansir dari kompas.com, warna pada tutup botol pada air minum dalam kemasan ditentukan sendiri oleh produsen. Humas Badan Pengawas Obat dan Makanan (BPOM) Eka Rosmalasari menjelaskan bahwa warna tutup botol tidak menandakan jenis air. Lebih lanjut, BPOM tidak menetapkan penggunaan warna tutup botol berbeda terhadap air minum dalam kemasan berdasarkan kandungannya."
38,"Akun WhatsApp Mengatasnamakan Camat Mandau Riki Rihardi, S.STP., M.Si",hoaks,"Beredar akun WhatsApp mengatasnamakan Camat Mandau Riki Rihardi, S.STP., M.Si. Terlihat akun tersebut menggunakan nama dan foto dari Riki Rihardi, S.STP., M.Si dengan nomor +6282336037455.Faktanya, akun WhatsApp yang beredar tersebut tidak benar dan merupakan modus penipuan. Pemerintah Kecamatan Mandau melalui akun Instagram resmi @kecamatanmandau_, menginformasikan bahwa pihak Kecamatan Mandau tidak pernah menghubungi yayasan ataupun organisasi menggunakan nomor ponsel atau WhatsApp tersebut. Masyarakat diimbau untuk berhati-hati jika mendapati oknum-oknum tidak bertanggung jawab yang mengatasnamakan Pemerintah Kecamatan Mandau ataupun Camat Mandau Riki Rihardi, S.STP., M.Si."
39,Akun Facebook Mengatasnamakan Rektor Universitas Negeri Makassar,hoaks,"Beredar akun Facebook mengatasnamakan Rektor Universitas Negeri Makassar (UNM) Prof. Karta Jayadi. Akun tersebut menawarkan bantuan pembangunan masjid, pondok pesantren, ataupun tempat ibadah lainnya.Faktanya, akun media sosial Facebook tersebut tidak benar dan merupakan modus penipuan. Dilansir dari rakyatsulsel.fajar.co.id, akun Facebook tersebut merupakan penipuan dengan menyalahgunakan identitas Rektor UNM Prof. Karta Jayadi. Prof. Karta menyampaikan untuk tidak menggubris karena akun tersebut adalah palsu. Masyarakat dan mahasiswa di lingkungan UNM diimbau untuk selalu berhati-hati. Apabila menemukan hal serupa, dapat mengkonfirmasi kebenarannya terlebih dahulu kepada pihak terkait."
40,Klaim tentang Rohingya Menguasai 20 Persen Tanah di Indonesia,hoaks,"Beredar sebuah unggahan di media sosial Instagram yang membagikan sebuah tautan dari platform Snack Video tentang etnis Rohingya. Dalam keterangan video dituliskan bahwa 20% tanah Indonesia sudah berhasil dimiliki oleh etnis Rohingnya.Faktanya, klaim Rohingya menguasai 20% tanah di Indonesia tidak berdasar. Dilansir dari cekfakta.tempo.co, berdasarkan hasil penelusuran, video tersebut identik dengan tayangan SOMOY TV sebuah stasiun televisi di Bangladesh, yang diunggah di YouTube pada 31 Januari 2024. Tayangan itu melaporkan tentang pasukan penjaga pantai Bangladesh yang meningkatkan pengawasan di sepanjang perbatasan untuk mencegah pengungsi Rohingya. Tidak ditemukan adanya klaim penguasaan tanah Indonesia atas etnis Rohingnya. Lebih lanjut, Indonesia bukan satu-satunya negara yang menjadi tujuan pengungsi Rohingya. Menurut data United Nations High Commissioner for Refugees (UNHCR), lebih dari 1 juta penduduk etnis Rohingya saat ini sebagian besar (967.842 jiwa) berada di Bangladesh dan sisanya berada di Malaysia, India, serta Thailand. Sementara itu, Pemerintah Indonesia melalui Peraturan Presiden Nomor 125 tahun 2016 tentang Penanganan Pengungsi Dari Luar Negeri wajib mencukupi kebutuhan dasar para pengungsi seperti makanan, minuman, air bersih, pelayanan medis dan sebagainya."
41,Daftar Merek Mobil yang Dilarang Pakai BBM Bersubsidi,hoaks,"Beredar sebuah unggahan di media sosial Facebook yang mengeklaim bahwa terdapat beberapa merek mobil yang dilarang menggunakan bahan bakar minyak (BBM) bersubsidi mulai 17 Agustus 2024. Dalam unggahannya ditulis ada 10 merek mobil yang dilarang memakai BBM subsidi.Faktanya, klaim tersebut adalah tidak benar atau hoaks. Dilansir dari kompas.com, Vice President Corporate Communication Pertamina Fadjar Djoko Santoso membantah soal daftar merek mobil yang dilarang menggunakan BBM bersubsidi dan memastikan sampai saat ini belum ada regulasi soal pelarangan penggunaan BBM bersubsidi pada merek mobil tertentu. Lebih lanjut, Ia mengingatkan kepada masyarakat bahwa BBM bersubsidi dari pemerintah diperuntukkan hanya bagi masyarakat yang kurang mampu."
42,Pesan WhatsApp Mengatasnamakan Kapolres Sigi AKBP Reja A Simanjuntak,hoaks,"Beredar akun WhatsApp yang mengatasnamakan Kepala Kepolisian Resor (Kapolres) Sigi Ajun Komisaris Besar Polisi (AKBP) Reja A Simanjuntak. Terlihat akun tersebut menggunakan nama dan foto profil AKBP Reja A Simanjuntak.Faktanya, pesan WhatsApp merupakan palsu atau hoaks. Kapolres Sigi melalui Kepala Seksi Hubungan Masyarakat (Kasi Humas) Iptu Nuim menyatakan bahwa pesan WhatsApp yang mengatasnamakan AKBP Reja A. Simanjuntak tersebut tidak benar. Iptu Nuim mengimbau masyarakat untuk waspada terhadap modus penipuan sejenis. Apalagi, saat ini sedang marak terjadi berbagai modus penipuan di tengah masyarakat."
43,Massa Geruduk KPK Bawa Bukti Korupsi 20T Di IKN,hoaks,"Beredar sebuah unggahan video di media sosial Youtube dengan narasi yang menyatakan bahwa massa geruduk KPK dengan membawa bukti korupsi sebesar Rp20 triliun yang terjadi di Ibu Kota Nusantara (IKN). Klaim tersebut diperkuat dengan gambar thumbnail yang menampilkan kerumunan massa di Kantor KPK.Faktanya, klaim dalam video tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, tidak ditemukan informasi yang mendukung klaim narasi yang beredar. Thumbnail yang menampilkan kerumunan massa di Kantor KPK tersebut juga merupakan manipulasi dari beberapa gambar berbeda yang digabung menjadi satu. Narator dalam video tersebut hanya membacakan ulang artikel dari mediaindonesia.com berjudul “Anggota Wantimpres Dilaporkan ke KPK Terkait Proyek IKN”. Artikel ini membahas tentang Anggota Dewan Pertimbangan Presiden (Wantimpres) RI Gandi Sulistiyanto dilaporkan ke Komisi Pemberantasan Korupsi (KPK) terkait dugaan penyimpangan pembangunan IKN antara pejabat Gandi Sulistiyanto dengan perusahaan pengembang properti sebesar Rp20 triliun. Video tersebut hanya berisi beberapa cuplikan video berbeda yang ditambahi dengan narasi menyesatkan."
44,Perubahan Tarif Transaksi BRI,hoaks,"Beredar kembali sebuah unggahan di media sosial Twitter dengan narasi adanya kenaikan biaya transaksi antar bank dari Bank Rakyat Indonesia menjadi Rp150.000 per-bulan.Faktanya, narasi tersebut tidak benar. Dilansir dari turnbackhoax.id, pada media sosial resmi Bank BRI, tidak ditemukan pemberitahuan adanya perubahan biaya admin transfer antar bank dari Bank BRI. Melalui laman resminya, Bank BRI masih menyebut bahwa biaya admin transfer antar bank masih dikenakan biaya Rp6.500 per-transaksi. Kemudian, untuk transfer antar bank dengan BI-Fast maka akan dikenakan biaya Rp2.500. Tidak ditemukan narasi perubahan biaya menjadi Rp150.000 per-bulan. Perihal informasi perubahan tarif transaksi di Bank BRI, merupakan hoaks lama yang kembali beredar. Setidaknya, hoaks ini telah beredar sebanyak 3 kali selama tahun 2022. BRI mengimbau agar nasabah lebih berhati-hati dan tidak menginformasikan kerahasiaan data pribadi serta data perbankan seperti nomor rekening, nomor kartu, PIN, user & password e-banking, OTP, dan sebagainya kepada orang lain. Termasuk yang mengatasnamakan BRI, baik melalui tautan, situs, maupun pesan singkat dari sumber tidak resmi yang tidak dapat dipertanggungjawabkan kebenarannya."
45,Akun Facebook Fauzan Khoiri Denin Pj Bupati Empat Lawang,hoaks,"Beredar sebuah akun di media sosial Facebook yang mengatasnamakan Penjabat (Pj.) Bupati Empat Lawang Fauzan Khoiri Denin menuliskan kalimat tak pantas dalam bahasa daerah yang ditujukan kepada eks Bupati Empat Lawang Joncik Muhammad.Faktanya, dikutip dari turnbackhoax.id, akun Facebook tersebut bukan milik Fauzan Khoiri. Pj. Bupati Empat Lawang Fauzan Khoiri membantah bahwa akun tersebut miliknya dan meminta Kadis Kominfo untuk menindaklanjuti unggahan akun tersebut yang membuat kegaduhan. Ketika ditelusuri unggahan pada akun Facebook tersebut telah dihapus. Namun, akun Facebook masih ada. Sehingga, unggahan Facebook dari akun yang mengatasnamakan Pj. Bupati Empat Lawang Fauzan Khoiri Denin merupakan konten tiruan."
46,Seluruh Pembangunan IKN akan Dihentikan Mulai 10 Agustus 2024,hoaks,"Beredar sebuah unggahan video di media sosial Tiktok yang mengklaim bahwa proyek pembangunan IKN berhenti mulai 10 Agustus 2024.Faktanya, klaim dalam unggahan tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, pembangunan IKN memang akan diberhentikan mulai 10 Agustus karena digunakan untuk persiapan HUT Republik Indonesia pada 17 Agustus 2024. Dikutip dari antaranews.com, Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono menjelaskan bahwa penghentian sementara ini untuk memastikan kawasan yang digunakan sebagai tempat upacara sudah bersih dari debu dan kotoran karena pada tanggal tersebut pasukan paskibraka sudah tiba di IKN. Namun, untuk beberapa pekerjaan seperti pemasangan interior akan tetap berlanjut. Selain itu, dilansir dari cnbcIndonesia.com, semua pembangunan akan dilanjutkan setelah upacara kemerdekaan selesai."
47,Akun WhatsApp Mengatasnamakan Pj Bupati Kapuas,hoaks,"Beredar akun WhatsApp mengatasnamakan Penjabat (Pj) Bupati Kabupaten Kapuas, Erlin Hardi. Akun tersebut menggunakan nama dan foto profil Pj. Bupati Kapuas Erlin Hardi dengan nomor +6282189141719.Faktanya, akun WhatsApp yang beredar tersebut tidak benar dan merupakan modus penipuan. Dilansir dari kip.kapuaskab.go.id, nomor tersebut merupakan modus penipuan dengan menyalahgunakan identitas Pj. Bupati Kabupaten Kapuas, Erlin Hardi. Masyarakat diimbau untuk selalu berhati-hati apabila menemukan hal serupa dan mengabaikan pesan tersebut atau dapat mengkonfirmasi kebenarannya terlebih dahulu ke Call Center 0821-77775960."
48,Penipuan Tawaran Pekerjaan Menjadi Mitra TikTok,hoaks,"Beredar sebuah pesan di media sosial Instagram mengatasnamakan agen TikTok, yang berisi ajakan untuk bergabung menjadi mitra dengan tawaran komisi sebesar Rp300.000,00/hari.Faktanya, ajakan untuk bergabung menjadi mitra TikTok tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, pesan tersebut terindikasi penipuan. Terdapat berbagai jenis penipuan yang mengatasnamakan beberapa nama-nama platform besar, salah satunya adalah TikTok. Penipuan tersebut dapat berupa tawaran pekerjaan paruh waktu, pemberian hadiah dan lain sebagainya. Ulasan pada halaman Pusat Keamanan TikTok juga telah mengimbau masyarakat untuk berhati-hati apabila menerima informasi yang mengatasnamakan TikTok. Salah satunya adalah scam phishing, yang biasanya sering dilakukan melalui situs web palsu, email, atau teks yang tampaknya mewakili perusahaan yang sah. Melansir dari halaman support.tiktok.com, juga disebutkan bahwa pesan resmi dari TikTok kepada pengguna hanya akan dikirimkan melalui pesan di menu kotak masuk pada akun TikTok pribadi pengguna, ataupun melalui jalur komunikasi resmi milik TikTok."
49,Raffi Ahmad Bagikan Uang Puluhan Juta Rupiah,hoaks,"Beredar unggahan di media sosial TikTok yang mengeklaim bahwa Raffi Ahmad sedang membagikan sebuah konten giveaway uang puluhan juta rupiah. Selain itu, dalam unggahan video tersebut pemilik akun juga menambahkan narasi pada kolom komentarnya jika ingin menerima hadiah maka dapat menghubungi nomor yang ada pada bio profil.Faktanya, klaim dalam unggahan tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, akun tersebut bukan akun TikTok resmi Raffi Ahmad, akun TikTok resmi dari Raffi adalah @raffi_nagita dan akun ini sudah mendapatkan verifikasi centang biru. Selain itu di akun TikTok resminya, Raffi tidak mengunggah informasi mengenai giveaway uang melalui berbagai rekening yang disebutkan oleh akun tiruan tersebut."
50,Ma'ruf Amin Mengamuk di Rapat DPR,hoaks,"Sebuah unggahan video di platform YouTube membagikan klaim mengenai Wakil Presiden, Ma’ruf Amin, yang membuat rapat Dewan Perwakilan Rakyat (DPR) ricuh karena membongkar kelakuan anggota DPR.Faktanya, dilansir dari turnbackhoaks.id video tersebut hanya membahas tentang kritikan dari Peneliti Forum Masyarakat Peduli Parlemen Indonesia (Formappi), Lucius Karus, terhadap anggota DPR yang terlibat judi online. Lucius mendesak Mahkamah Kehormatan Dewan (MKD) DPR untuk memecat para anggota DPR yang terbukti terlibat judi online.Hingga akhir pembahasan, isi video tersebut tidak ada kaitannya dengan Wakil Presiden, Ma’ruf Amin, seperti yang disebutkan dalam judul video YouTube tersebut."
51,Mahfud MD dan DPR Bongkar Kebusukan Hakim MK Pilpres 2024,hoaks,"Beredar sebuah unggahan video di platform YouTube yang membagikan sebuah klaim mengenai Mahfud MD bekerja sama dengan Dewan Perwakilan Rakyat (DPR) untuk membongkar kebusukan hakim Mahkamah Konstitusi (MK) di Pemilihan Presiden (Pilpres) pada Februari 2024 yang lalu.Faktanya, dilansir dari turnbackhoax.id, dalam video tersebut narator hanya membahas tentang Anggota Komisi III DPR dari Fraksi Partai Demokrasi Indonesia Perjuangan (PDI-P) I Wayan Sudirta menyebut ada hakim di Bali meminta-minta uang hingga ratusan juta untuk berobat. Kabar itu disampaikan dalam Rapat Dengar Pendapat (RDP) Komisi III DPR dengan Sekretaris Mahkamah Agung (MA) pada 13 Juni 2024. Wayan menyebut oknum hakim tersebut menduduki posisi penting di wilayah peradilan Bali. Hingga akhir video, tidak ada pembahasan yang menyinggung mengenai Mahfud MD dan juga hakim MK Pilpres 2024 seperti yang disebutkan pada judul video. Link Counter:-https://turnbackhoax.id/2024/06/27/salah-mahfud-md-dan-dpr-bongkar-kebusukan-hakim-mk-pilpres-2024/-https://www.cnnindonesia.com/nasional/20240613185043-32-1109629/dpr-ungkap-ada-hakim-di-bali-minta-ratusan-juta-dengan-alasan-berobat"
52,Penipuan Grup WhatsApp Mengatasnamakan SimInvest atau Sinarmas Sekuritas,hoaks,"Beredar sebuah grup WhatsApp dengan nama “EVENT EXPERIENCE LIMITLESS Sponsored by SIMINVEST”. Grup tersebut dibuat oleh seorang admin yang mengundang berbagai nomor tanpa izin. Admin dengan nomor +6281343650782 membuat deskripsi grup “Experience Limitless with SIMINVEST Event adalah event tahunan yang diadakan PT. Sinarmas Sekuritas dengan tujuan memperkenalkan SIMINVEST sebagai aplikasi investasi tanpa batas” pada tanggal 20 Juli 2020.Faktanya, akun WhatsApp yang mengatasnamakan SimInvest atau Sinarmas Sekuritas tersebut adalah tidak benar atau hoaks dan merupakan modus penipuan. Dilansir dari turnbackhoax.id, ditemukan informasi yang diunggah di laman Instagram resmi milik SimInvest, @sim_invest, yang menyampaikan SimInvest tidak pernah mengajak untuk bergabung ke grup chat digital yang tidak resmi dengan menawarkan program, promo, atau titip dana."
